Geography,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctBachDeg25_Over,PctUnemployed16_Over,PctMarriedHouseholds,BirthRate
"Wichita County, Texas",184.8,403.5,43379,131705,19.3,32.1,36.6,2.45,14.4,6.1,45.97943305,6.108318631
"Wilbarger County, Texas",181.5,480.2,39377,13027,15.8,36.6,38.4,2.41,13.1,7.5,45.51036071,6.288032454
"Willacy County, Texas",167.3,345.6,29782,21903,38.8,30.8,35.2,3.51,6.4,11.5,52.81829642,4.799131379
"Wilson County, Texas",152.8,368.3,62752,47520,11,39.3,41.3,2.9,13.5,5.8,61.43309427,5.291214215
"Winkler County, Texas",182.9,383,55493,8005,13.5,32.7,33.4,2.84,9.3,2.5,55.2130898,7.146724418
"Wise County, Texas",180,389.3,59904,62953,10,38.7,39.7,2.86,12.4,7.5,61.67647617,7.013024188
"Wood County, Texas",167.6,417,42753,43356,15.4,47,49.9,2.57,12.2,8.9,57.30826693,6.943899568
"Yoakum County, Texas",158.8,412.1,60738,8546,11.4,33.5,34.2,3.01,10.6,8.1,61.86285295,5.57582074
"Young County, Texas",191.1,428,41872,18270,16.4,39.7,44.6,2.54,11.7,5.6,58.00421644,6.038978864
"Zapata County, Texas",112.5,340.9,33291,14374,32.6,27,30.9,3.16,5.3,12.2,54.54947974,9.67556704
"Zavala County, Texas",126.3,321,26336,12235,31,29.1,32.7,3.26,7,12.2,42.01819686,4.962779156
"Beaver County, Utah",168.7,421.4,50818,6354,9.8,31.9,33.4,2.84,14,3.8,59.8932859,12.66766021
"Box Elder County, Utah",137.3,377.6,56313,52097,11.6,31.3,33,3.08,15.1,6.3,68.57473787,8.779499824
"Cache County, Utah",104.1,376.1,51735,120783,14.2,25.2,24.9,3.19,23.9,5.5,64.39400308,7.221172023
"Carbon County, Utah",155.9,433.1,47340,20479,15.7,34.1,35.7,2.61,10.7,7.4,52.6801744,8.165882856
"Davis County, Utah",119.3,428.8,70797,336043,7.2,29.4,30.9,3.29,24.1,4.2,68.10336023,7.253229221
"Duchesne County, Utah",155.5,448.1,61976,20862,11.6,30.5,30,2.94,11,5.2,65.75840145,10.01338091
"Emery County, Utah",113.2,339,49709,10370,12.9,34.3,34.8,3.02,9.7,5.7,67.06315491,7.28003573
"Garfield County, Utah",105.4,399,45666,5009,12.2,38.3,43.6,2.75,13.2,8.6,58.65219874,3.098290598
"Grand County, Utah",179.8,404.1,43344,9516,15,37.9,39.5,2.44,17.4,7.1,43.99577725,2.808716707
"Iron County, Utah",131.1,418,43615,48368,22.1,27.8,28.3,3.07,18.7,10.5,58.66180855,9.572250479
"Juab County, Utah",136.9,392.3,55204,10594,11.4,26.8,32.6,3.29,11.5,3.8,67.64327109,6.440382942
"Kane County, Utah",129,398.9,48456,7131,11.8,41.4,45.5,2.55,15.5,7,51.45213338,4.954367666
"Millard County, Utah",131.6,361.5,52623,12645,12.9,34.2,35.7,2.98,15.4,4.3,65.40865385,8.884297521
"Morgan County, Utah",138.7,380.5,82597,11065,4.6,31.6,32.8,3.4,24.8,6,78.07539683,6.102877071
"Rich County, Utah",166.4,347.2,56772,2311,10.3,35.5,33,3.57,15.2,6.2,70.78125,7.99086758
"Salt Lake County, Utah",130.9,417.3,62536,1107314,11.9,31.3,32.3,3.03,20.8,5.8,54.8037466,6.633919132
"San Juan County, Utah",123.9,261.1,40590,15772,29.2,29.1,31.9,3.75,11.2,8.4,54.065766,4.937906564
"Sanpete County, Utah",156.7,383.8,44644,28778,17.1,30.8,29.9,3.13,12.7,8.3,67.19123757,5.587610082
"Sevier County, Utah",154.2,417.4,48622,20984,12.1,33.7,35,2.9,10.2,5.9,62.82269504,9.947524527
"Summit County, Utah",123.6,432.7,92560,39633,6.8,37.8,38.4,2.75,30.6,3.2,63.7754003,4.14207772
"Tooele County, Utah",146.7,489.9,64193,62952,8.1,30.5,30.8,3.25,16.8,7.1,64.90258172,6.916426513
"Uintah County, Utah",133.2,365.5,65489,37928,9.6,29.3,30,3.22,11.8,5.1,60.49540115,9.686539644
"Utah County, Utah",120.4,394.9,60957,575205,12.6,24.3,24.6,3.62,25.8,5.5,71.12700722,8.614426925
"Wasatch County, Utah",114.5,432.5,65207,29161,7.1,32.5,33.2,3.27,22.5,4.7,64.6571958,3.613892365
"Washington County, Utah",124.8,408.4,50169,155602,12.9,33.4,35.9,2.99,17,7.7,63.41986917,6.593968853
"Wayne County, Utah",129.3,366.9,42366,2692,14.1,40.2,40.3,2.74,17.1,2.1,66.35802469,11.13360324
"Weber County, Utah",134.2,417.9,59293,243645,12.3,31.3,32.3,2.94,15.9,6.3,56.7665373,7.55683473
"Addison County, Vermont",173.3,436.9,59089,37035,9.5,42.3,43.7,2.38,20.5,5.8,53.44587054,4.669664476
"Bennington County, Vermont",176.1,488,44674,36317,14.4,44.8,47.3,2.25,21.5,5.7,49.07904835,3.885024281
"Caledonia County, Vermont",184.3,476.2,45029,30780,13.9,42.2,44.4,2.43,16,7.2,48.8646537,3.307540586
"Chittenden County, Vermont",159,463.7,61908,161382,11,35,38.1,2.36,29.6,5,46.86919273,4.180500351
"Essex County, Vermont",171.3,492.7,35570,6163,19.6,49,48.6,2.29,10.7,9.4,49.83339504,4.942339374
"Franklin County, Vermont",187.8,450.4,59184,48799,9.1,39.1,40.9,2.57,15.4,4.9,53.47605031,4.602473498
"Grand Isle County, Vermont",206.1,548.5,60081,6861,9.1,47.4,46.8,2.34,20.4,7.4,58.04384486,3.969883641
"Lamoille County, Vermont",173.7,461.6,49142,25235,12.6,40.3,40.8,2.39,24.3,4.3,47.77908805,3.897685749
"Orange County, Vermont",175.5,479.7,53025,28899,12.8,43.8,46,2.32,18.1,4.5,51.98386566,4.652301665
"Orleans County, Vermont",172,438.8,42089,27100,16.2,43.7,45.8,2.35,14.4,5.6,49.33928571,4.689807976
"Rutland County, Vermont",178.8,476,44888,59736,13.5,44.3,46.9,2.29,18.1,6.6,47.86519502,4.093296262
"Washington County, Vermont",165.8,467.3,58673,58612,11,41.7,44.7,2.32,23.2,4.8,48.4375,2.874885005
"Windham County, Vermont",183.7,463.3,49616,43386,12.9,44.3,47.2,2.21,20.2,6.8,47.13228735,3.546703589
"Windsor County, Vermont",160.4,461.9,51513,55737,12.1,45.6,47.9,2.25,19.8,5.1,49.80617783,4.807193498
"Accomack County, Virginia",216.2,479.4,38390,32973,19.4,42.7,47.3,2.29,11,6.8,47.46794642,4.349749336
"Albemarle County, Virginia",143.8,372.9,67083,105703,9.1,36.9,40.4,2.45,25.4,3.8,52.90453762,5.043113678
"Alleghany County, Virginia",189.5,401.8,45454,15677,15.8,45.6,48.6,2.33,9.9,5.1,51.39359976,8.070065687
"Amelia County, Virginia",216.5,522.5,51738,12903,12.9,41.2,48.4,2.68,11.4,5,61.56462585,6.59515296
"Amherst County, Virginia",183.9,427.4,43998,31914,13.7,42.4,44.7,2.48,12.2,6.6,50.96784514,5.278870946
"Appomattox County, Virginia",178.9,432.6,44397,15414,15.1,41.6,43.4,2.55,10.1,6.6,54.81369078,4.406073236
"Arlington County, Virginia",136.5,369.7,107143,229164,8.5,33.8,34,2.24,34.5,3.7,37.6164403,5.34181797
"Augusta County, Virginia",167.1,408.9,57808,74314,9.8,43,45.4,2.5,14.7,4.7,59.29662522,5.594450511
"Bath County, Virginia",173,419.3,43852,4470,11.5,45.8,49.4,2.1,12.6,6,47.34389562,8.043694141
"Bland County, Virginia",220.5,472.2,42624,6561,14.1,43.3,47.6,2.19,10.6,8.7,53.59602142,5.213270142
"Botetourt County, Virginia",148.7,401.6,63646,33347,7.8,45.5,47.2,2.55,17.7,4.6,63.82715093,3.635817308
"Brunswick County, Virginia",165.3,463.4,37344,16698,21.9,40.3,46.6,2.51,7.5,10.5,43.12035159,4.689366786
"Buchanan County, Virginia",175.8,325.8,32083,22776,23.2,43.1,47.9,2.37,6.7,10.6,51.54628257,6.462372316
"Buckingham County, Virginia",191.8,390.1,38731,17032,22.8,40.9,44.7,2.68,7.6,11.2,50.72282706,3.636938646
"Campbell County, Virginia",160.1,384.7,46663,55086,14.5,40.8,43.6,2.5,12.3,6,54.12785095,4.696595168
"Caroline County, Virginia",201.8,503.8,56099,29984,11,38.3,40,2.48,12.9,8.6,51.58614403,4.384535624
"Carroll County, Virginia",172.5,390.6,38474,29724,17,44.5,48.6,2.37,10.5,6.7,53.30729997,5.65626049
"Charles City County, Virginia",214.2,492.6,49768,7040,13.1,47.6,49.4,2.47,7.2,8.2,45.2306625,4.814305365
"Charlotte County, Virginia",182.2,434.4,36339,12201,20.7,41.9,45.9,2.57,9.2,4.9,46.15710354,2.903225806
"Chesterfield County, Virginia",165,497,72972,335687,8.3,36.9,39.3,2.78,22.9,6.8,55.39611463,4.829985959
"Clarke County, Virginia",197.4,417.9,70281,14363,8.2,44.2,46.7,2.55,18.1,6,50.21715527,6.678141136
"Craig County, Virginia",169.4,389.7,46551,5211,12.4,46.6,47.6,2.35,11.8,4.1,50.81300813,6.776556777
"Culpeper County, Virginia",187.1,421.6,62394,49432,11,37.9,39.6,2.83,14.9,7.3,58.08658795,4.025191676
"Cumberland County, Virginia",179.2,436.4,41409,9719,19,41.5,45.4,2.45,10,10.1,44.61615155,7.259953162
"Dickenson County, Virginia",218.9,356.4,32103,15115,21.3,42.4,44.5,2.43,6.5,8.4,53.65028203,6.491885144
"Dinwiddie County, Virginia",185.4,414.5,52288,27852,12.1,41.3,43.3,2.74,9.7,9.7,49.82392595,5.697445973
"Essex County, Virginia",183.4,433.5,48277,11130,14.5,45,44.5,2.53,9,8.5,46.16805171,1.972920696
"Fairfax County, Virginia",126.9,381.8,110507,1142234,6.7,36.4,38.4,2.85,30.9,4.9,58.25617107,5.344658861
"Fauquier County, Virginia",162.9,369.4,89106,68782,7.4,40.6,42.4,2.84,20.5,5,62.43695698,5.083533771
"Floyd County, Virginia",138,372.4,43355,15651,14.1,42.9,46.4,2.46,12.1,5.7,59.06553979,4.274857505
"Fluvanna County, Virginia",176.5,435.3,64258,26235,7.9,40.3,42.9,2.5,19,5.2,60.1961379,5.34985643
"Franklin County, Virginia",162,422.8,47419,56264,16.3,44.7,45.2,2.36,13.1,6.2,57.66095994,5.965766068
"Frederick County, Virginia",185.3,456.6,65485,83199,7.7,39.1,41,2.72,18.4,5.2,60.09506026,5.175688509
"Giles County, Virginia",189.4,403.8,45979,16708,13.5,42.1,45,2.32,9.5,4.8,48.40940526,8.255410099
"Gloucester County, Virginia",200.4,491.8,58900,37143,9.7,42.3,44.8,2.57,14.1,4.7,58.1022409,4.308202154
"Goochland County, Virginia",153.4,486.9,86610,22253,7.5,46.1,48.4,2.5,24.3,5,67.68532155,2.75862069
"Grayson County, Virginia",196,355.3,31893,16012,19.9,47,48.6,2.24,7.1,9,49.24208977,6.072477963
"Greene County, Virginia",156.5,404,61762,19162,9.6,39.4,41.4,2.64,15.7,7.4,58.64154127,3.450671607
"Greensville County, Virginia",174.7,492.2,36459,11885,25.1,41.5,45.5,2.17,4.6,6.4,47.70510614,1.886792453
"Halifax County, Virginia",178.3,412.7,39079,35125,18,43.1,46.9,2.43,10.1,7.5,46.83916084,5.521048999
"Hanover County, Virginia",163.7,496.6,81940,103227,6.1,40.4,43.2,2.65,23.6,4.4,61.85836692,4.125165648
"Henrico County, Virginia",169.1,444.7,62446,325155,11,36,39.7,2.54,25.2,6.7,44.87314289,5.200247219
"Kings County, California",147.7,409.3,44490,150965,24.9,32.2,30.4,3.19,9.7,13,50.93372479,6.638754179
"Lake County, California",190.6,460.1,36333,64591,24.3,44.4,46.8,2.34,10.8,14.6,40.38824881,6.718511986
"Lassen County, California",169.9,365.7,49995,31345,19.4,34.7,44.2,2.24,8.1,10.9,51.50922015,7.549668874
"Los Angeles County, California",148.4,405.5,55686,10170292,18.7,34.4,36.8,3.02,19.8,10,44.58164997,4.70528099
"Madera County, California",147.5,420.3,43171,154998,22.3,32.2,34.5,3.35,9.4,7.5,56.07405176,6.972732188
"Marin County, California",135.2,475,94549,261221,8.8,43.7,46.9,2.41,31.4,5.7,50.02315038,5.448237059
"Mariposa County, California",147.6,396.8,47781,17531,16.2,50.6,50.6,2.29,13.8,11.6,55.46630361,9.589041096
"Mendocino County, California",167.5,452.2,42840,87649,18.8,40.6,44,2.51,15.7,12.2,43.24014463,5.383139601
"Merced County, California",162.9,415.9,43818,268455,24.8,29.6,31,3.32,8.7,16.2,50.89713227,6.393691516
"Modoc County, California",160.8,408.6,39172,8965,20.2,47.6,48.2,2.32,13.2,8.6,50.97463284,8.313253012
"Mono County, California",102.1,320.8,59181,13909,11.3,40.2,36.1,2.82,23.1,13.4,47.18711781,1.991310644
"Barbour County, Alabama",192.7,477.5,34971,26489,25.4,36.6,41.9,2.61,7.5,17.6,43.27694643,6.266977105
"Crenshaw County, Alabama",195.6,391.8,34445,13963,21.2,39.6,43.6,2.56,10,9.7,46.83262121,8.330673476
"Monterey County, California",140.8,413.6,57428,433898,17,32.8,34.3,3.26,14.2,8.4,51.74558619,5.921976696
"Napa County, California",170.2,488.9,71063,142456,9,39,41.7,2.74,21.6,7.5,53.12765184,4.941095375
"Nevada County, California",144.9,423.9,57118,98877,11.4,47.5,50.5,2.38,21.6,9.8,51.86251311,4.079089924
"Orange County, California",143.8,418.6,76061,3169776,12.9,35.8,38.4,3.04,24.4,7.6,54.60626758,4.827807522
"Placer County, California",153.4,460.5,75689,375391,8.3,39.7,42.2,2.67,24.5,8.3,56.72986062,4.433234709
"Plumas County, California",167.2,420.3,47964,18409,14,50.3,52,2.26,13.3,15.2,48.99598394,4.06430088
"Riverside County, California",154.6,414.5,56877,2361026,17.1,33.5,35.5,3.24,13.4,12.9,53.80374468,5.475268467
"Sacramento County, California",168.9,452,55803,1501335,18.1,34.2,36.8,2.76,19.1,11.8,44.78928273,5.384470827
"San Benito County, California",150.4,433,68166,58792,14.1,34.2,35.7,3.33,13.4,12.2,59.57669496,6.536926148
"San Bernardino County, California",168,423.1,51951,2128133,20.4,31.4,33.6,3.33,12.3,12.6,51.29451023,6.007621442
"Cullman County, Alabama",187.9,426.3,39922,82005,17.2,39.4,41.9,2.55,9.1,7.3,54.8502573,3.913308575
"San Diego County, California",157.1,434.9,66034,3299521,14.7,33.7,36.5,2.86,22.1,8.7,49.61783364,4.953958986
"San Francisco County, California",145.1,428.9,83788,864816,12.1,38.4,38.6,2.32,32.6,6.8,33.90671041,3.673722996
"San Joaquin County, California",168.9,432.1,51527,726106,20.7,32.4,34.6,3.16,12.5,13.7,51.85212235,6.148432798
"San Luis Obispo County, California",149.4,443.7,61775,281401,14.5,37.1,41.5,2.51,20.8,6.6,50.36688036,4.076692166
"San Mateo County, California",140,447,100806,765135,7.5,38.2,40.8,2.85,27.1,6.7,53.65425415,5.015576324
"Santa Barbara County, California",142.3,433,62116,444769,17.4,32.4,35,2.92,19.2,8,48.7159544,4.603274095
"Santa Clara County, California",135,420,97219,1918044,8.5,35.9,37.8,2.95,26.1,7.7,56.30311056,5.541784514
"Santa Cruz County, California",145.4,450.4,64257,274146,16.1,35.9,38.3,2.72,23.2,7.6,47.95784899,4.539151472
"Shasta County, California",192,478.8,43661,179533,14.7,40.2,43.9,2.54,12.8,10.3,48.00288288,3.958736974
"Sierra County, California",158,312.8,47293,2967,13.8,54.4,55.1,2.38,14.8,8,51.91693291,2.073732719
"Dale County, Alabama",189.1,459.6,41940,49565,22.4,34,39.4,2.56,10.8,10.9,48.51193606,4.908292431
"Siskiyou County, California",192.6,430.4,38641,43554,21.1,45.9,49,2.26,15.5,12.7,47.95902368,4.740349554
"Solano County, California",176.7,472.3,67106,436092,12.3,35.9,38.7,2.89,17.6,11.4,50.1044481,5.163792425
"Sonoma County, California",163.1,463.4,66949,502146,11.3,39.2,42.6,2.59,21.4,8.1,46.97095568,5.065070552
"Stanislaus County, California",164.9,433.4,50917,538388,18.1,32.3,34.8,3.08,11,15.2,51.06740112,6.025884863
"Sutter County, California",155.1,395.8,51827,96463,15.2,34.1,36.4,2.95,12.1,13.2,53.34461259,6.71564894
"Tehama County, California",174,473.2,40782,63308,18.2,39.3,42,2.63,9.6,13.2,50.75092811,4.096971483
"Trinity County, California",189.4,455.5,34961,13069,19.9,50.1,50.5,2.38,15,9,48.08533917,1.470588235
"Tulare County, California",155.2,391.5,42360,459863,28.1,29.6,30.9,3.36,9.5,12,52.4099723,6.825864335
"Tuolumne County, California",159.9,490.8,49476,53709,14.3,46.4,51.1,2.28,13.7,12.9,50.57606289,3.962223187
"Ventura County, California",146.1,432.7,74967,850536,11.5,35.8,38.4,3.08,20,8.6,55.71050939,5.34009399
"Dallas County, Alabama",217.4,503.7,26602,41131,35.2,36.2,40,2.53,8.2,16.4,30.98763176,8.433257358
"Yolo County, California",158.9,428.2,54509,213016,19.5,30.5,31.4,2.77,19.7,9,46.42554551,4.109357003
"Yuba County, California",182.8,444.6,41403,74492,21.6,31,33.2,2.87,9.9,14.8,50.52309161,7.98203179
"Adams County, Colorado",162.4,420.8,59316,491337,12.9,32.6,33.5,2.98,15.2,7.9,50.69974717,6.288469602
"Alamosa County, Colorado",165.7,416.8,38140,16496,22.5,29.4,30.4,2.56,14.3,10.4,45.68442347,4.898266767
"Arapahoe County, Colorado",140.1,429.5,65359,631096,11.2,35,37.4,2.63,26,7.2,49.05771316,5.782071504
"Archuleta County, Colorado",105.2,389.4,44508,12352,14.7,48,51.6,2.25,23.5,8.2,56.39295088,4.115421003
"Baca County, Colorado",188.6,369.7,36294,3615,20,46.8,48.4,2.3,14.3,4.5,52.80612245,5.028735632
"Bent County, Colorado",176.2,322.4,35424,5830,32.3,38.7,50.3,2.19,4.8,8.3,53.14984709,12.47920133
"Boulder County, Colorado",124.1,409.9,71546,319372,13.3,34.4,37.1,2.45,31.8,6.1,47.57827549,4.171506363
"Broomfield County, Colorado",158.4,417.3,85885,65065,4,36.6,38.1,2.57,32.8,5.5,57.20113892,5.099793071
"DeKalb County, Alabama",170.6,399.4,36241,71130,24,38.2,40.4,2.81,6.3,7.7,55.41918203,6.414172266
"Chaffee County, Colorado",140.8,392.2,48840,18658,12.4,45.8,51.4,2.21,21.3,5.9,52.91387313,4.893475366
"Cheyenne County, Colorado",124.5,373.7,52273,1829,13.4,37.3,36.5,2.63,17.3,9.3,52.35531629,5.299539171
"Clear Creek County, Colorado",139.4,416.9,69115,9303,8.5,47,48.1,2.13,25.9,5.4,51.78444812,3.600654664
"Conejos County, Colorado",138.1,326.6,33998,8130,22.9,38.1,39,2.78,14.5,9.7,54.91858887,7.34055355
"Costilla County, Colorado",116,307.3,27882,3584,28.5,47.6,52.2,2.46,8.3,14,44.81811942,7.517482517
